1972	30
1936	25
1920	NA
2004	22
2004	22
2004	22
1984	29
2012	25
1984	22
1984	NA
1904	NA
1984	17
1984	17
1992	18
1994	20
1988	24
1992	28
1996	32
1992	21
1996	25
2000	29
2004	33
2008	37
1992	26
1996	30
2004	32
1992	26
1996	30
1952	25
1956	20
2000	22
1960	21
1960	21
1964	25
1964	25
1968	29
1948	NA
1988 Summer	F
1992 Summer	F
1924	22
1976	21
1960	28
1976	22
1968	40
1968	40
2008	33
1976	18
1976	18
2012	21
1976	21
1920	34
1976	20
1994	24
1994	24
1994	24
1994	24
1964	22
1976	24
1980	28
1956	26
1960	29
1996	25
2000	29
2004	33
2004	33
1964	23
1964	23
1968	27
1988	18
1988	18
1988	21
1988	21
1988	21
2000	21
2004	25
2004	20
1996	22
1964	23
1964	23
1964	23
1968	27
1968	27
1968	27
1968	27
1996	19
1956	22
1956	22
1956	22
1960	18
2012	20
2016	24
1936	20
1936	20
1936	20
1980	24
2010	16
2010	16
2014	20
2014	20
2014	20
1952	21
1952	21
1956	25
1956	25
1960	29
1960	29
1948	44
1932	18
1932	18
1932	18
1936	22
1936	22
2000	22
2004	26
2008	30
2004	23
2008	27
1992	23
1996	27
1996	26
1996	29
1996	32
1992	30
2012	22
1928	26
1980	23
1988	21
2000	21
2004	25
1964	20
1972	29
1976	33
1984	NA
1984	NA
1984	NA
1984	NA
1984	NA
1984	NA
2000	31
1948	16
1956	25
1984	26
1988	22
1988	22
2012	17
2016	21
1980	20
2008	20
2012	24
2016	28
1988	22
1936	NA
1952	21
1952	21
1920	NA
1936	26
2012	25
2016	29
2012	18
2016	22
1996	22
2004	30
1936	21
1996	24
2000	24
1952	19
1956	23
1960	27
1964	31
1936	NA
2000	27
1908	30
1908	30
1908	30
1960	42
1984	25
1988	29
1984	23
1988	27
1980	19
1964	23
1956	25
1956	25
1960	29
1964	33
2004	25
1956	22
2014	25
2014	25
2004	28
1936	23
1976	22
1980	26
1976	20
1984	28
1948	34
1992	23
1996	27
2004	18
2008	22
2008	25
2012	29
2012	27
2016	21
1980	31
1988	26
1988	26
1960	22
1964	26
1996	18
1996	18
1996	18
1996	18
1996	18
1996	18
2000	22
2004	26
2000	20
2000	20
1992	28
1996	32
1996	28
2000	19
2004	23
2004	23
1992	26
2004	22
2008	26
1976	28
1996	22
1906	NA
1906	NA
2000	37
1948	32
1948	32
1968	20
1968	20
1980	25
1968	28
1960	20
1936	52
1996	20
2008	31
2008	31
2012	25
2012	25
1928	21
1996	27
1964	23
1968	27
1972	31
1984	19
1972	20
1996	25
2000	29
2004	33
1984	23
1996	35
1924	27
1960	23
1960	23
1960	23
2012	19
2016	23
2016	23
2016	21
2014	16
2014	16
2004	37
2004	37
1960	25
1952	26
1976	30
1968	26
1996	24
1992	24
2004	21
2008	25
2012	29
2016	33
2010	26
1976	27
1976	27
1980	31
1980	31
1980	31
1952	24
1956	28
1956	28
1960	32
1964	36
1912 Summer	19
1948	23
1976	24
1992	19
1992	19
1992	19
1994	21
1994	21
1994	21
1998	25
1998	25
1972	22
1976	26
1956 Winter	F
1956 Winter	F
1956 Winter	F
1960 Winter	F
1960 Winter	F
1960 Winter	F
2000	24
2004	28
1976	21
1980	25
1984	29
1988	33
1906	NA
1992	17
1992	17
1936	22
1936	22
1936	22
1936	22
1936	22
1936	22
1936	22
1936	22
2008	26
1996	28
1964	16
1924	20
1924	20
1924	20
2000	27
1906	NA
1906	NA
1936	24
1968	22
1968	22
1948	21
1952	25
1952	25
1952	25
1952	25
1952	25
1952	25
1952	25
1952	18
1952	18
1952	18
1952	18
1952	18
1952	18
1952	18
1984	21
2006	16
2010	20
2010	20
2010	20
2014	23
2014	23
2014	23
2004	23
2000	17
2000	17
2004	21
2014	31
1988	31
1984	22
1968	25
1972	29
1976	33
1988	21
1928	21
1936	23
1956	20
1924	25
1948	29
2004	22
2004	23
1988	21
1988	21
1988	21
1992	24
1992	25
1984	18
1984	18
1984	18
1984	18
1988	23
1988	23
1988	23
1988	21
1992	25
1960	34
1976	27
1996	17
1996	17
2004	25
2008	25
2008	24
2008	24
1992	20
1928	27
1984	22
1988	26
1992	20
1984	23
2000	21
2012	21
2012	25
2016	29
1980	17
2012	33
2012	33
2016	22
2000	21
1992	22
1996	26
2000	31
2004	27
1996	25
1994	22
1994	22
1956	21
1928	16
2008	21
2012	25
1964	22
1964	22
1964	22
1964	22
1964	22
1964	22
1964	22
2016	27
1960	22
1964	26
1968	30
1972	34
1906	NA
2016	24
1992	23
1996	26
2000	31
1972	NA
2012	29
2016	33
2016	33
1924	23
1976	25
1988	30
2000	26
1960	39
1936	27
2008	22
2012	26
2016	30
1964	20
1968	24
1972	28
2016	33
2016	20
2012	34
2006	21
2016	23
1992	21
1992	22
1964	21
1964	21
1992	21
1984	26
1984	25
1988	29
1920	25
2012	31
1972	24
1988	20
1988	20
1996	25
1996	25
2000	29
2000	29
1968	19
1972	23
1976	27
1980	31
1952	22
1996	21
1904 Summer	NA
1904	NA
1904	NA
1904	NA
1932	48
1932	48
1932	48
1936	52
1924	23
1952	22
1988	25
2004	47
2004	47
1964	27
1900	23
1972	20
1976	24
2004	23
2016	20
2010	18
2014	22
2014	22
1952	NA
1994	25
1994	25
1994	25
1994	25
1998	29
1998	29
1956	36
1968	48
1976	22
1980	26
1988	26
1988	26
1988	26
2016	23
1952	22
1952	22
1952	22
1968	26
1998	27
1952	47
1952	22
1924 Winter	F
1928	NA
1928	NA
1952	25
1992	23
1996	27
2016	23
2004	29
2004	29
2008	33
2008	33
2012	37
2016	25
2000	25
2004	29
2008	20
2016	25
2008	25
1960	28
1992	20
1956	16
1956	16
1980	28
1976	21
1980	25
1976	17
1968	28
1968	28
1984	29
1984	29
1992	20
1998	26
2002	30
2006	34
2010	38
1992	22
1992	22
1992	22
1994	24
1994	24
1952	20
1924	26
1924	26
1924	26
1980	22
2016	22
1920	27
1968	23
1952	21
1952	21
1952	21
1968	25
2004	20
2004	20
2004	20
2004	20
2004	20
2004	20
1968	27
1920	30
1920	30
1920	30
1980	28
1980	28
1920	23
1924	NA
1924	NA
1924	NA
1924	NA
1924	NA
1992	24
1996	28
2000	32
1980	17
1980	17
1980	17
1998	24
1988	31
1992	35
1968	25
1912	33
1912	33
1912	33
1912	33
2012	27
2012	25
2004	31
1948	28
2012	17
2016	21
1992	24
1992	24
1992	24
1992	24
1994	26
1994	26
1994	26
1924	NA
1992	15
1992	15
1992	15
1992	15
1992	15
1992	19
1996	23
1996	23
2000	27
2000	27
2004	31
1992	25
2000	22
2000	22
2004	26
1984	24
1908	41
1908	41
1908	41
1912	45
1912	45
1936	18
1976	21
1896	NA
2016	23
1972	25
1976	29
1912	34
1992	24
1994	26
1998	30
1924	50
1948	44
1928	42
1928	42
1928	42
1948	62
1948	62
1948	62
1996	23
1948	62
1960	19
1964	24
1968	28
1976	17
1976	17
1976	17
1948	22
1948	22
1952	26
1952	26
2000	17
1972	41
1964	20
2014	21
1984	20
1988	24
1984	21
1972	33
2008	23
2012	27
1992	22
2008	25
2012	29
1994	25
1998	29
1908	21
2004	23
2004	23
2008	27
2008	27
1928	26
1928	23
2012	27
1928	23
1968	15
1968	15
1968	15
1988	22
1992	26
1996	30
1992	22
1996	15
1996	15
1996	15
1996	15
1996	15
1996	15
1924	24
1928	28
1920	NA
1924	NA
1960	22
1960	22
1988	24
1992	28
1996	32
1932	22
1924	26
1920	32
1988	21
1988	21
1994	27
1994	27
1968	20
1968	20
1972	24
1996	23
1948	61
1968	20
1968	20
1936	NA
1920	21
1920	21
1960	21
1936	22
2010	27
2014	31
1980	19
1952	NA
1956	NA
1976	23
1964	25
1968	29
1968	29
1924	23
1984	20
1980	22
1988	30
1992	34
1980	22
1988	30
1992	34
2004	22
1912	NA
1912	NA
1980	23
1984	27
1988	22
1972	23
1996	24
2012	20
2016	24
2016	30
2000	19
1928	24
1984	23
1924	22
1992	20
1996	24
1996	24
2000	28
2000	28
2000	28
2004	32
2004	32
2004	32
2008	36
2008	36
2008	36
2016	44
2016	44
1908	19
1912	23
1920	31
1924	35
1964	24
1968	28
1948	17
1988	20
1988	20
1988	20
1988	20
1992	24
1992	24
1992	24
1992	24
2008	17
1976	24
2016	24
2016	24
1924	32
2012	28
1960	24
2016	26
2016	26
1968	22
2008	29
2012	27
2000	23
1900	NA
1988	26
1984	26
1984	26
2008	21
2008	21
1984	19
1984	19
1988	23
1988	23
1988	23
1968	24
1972	28
1972	28
1980	20
1964	33
1900	NA
1948	26
1984	28
1900	28
1900	28
2016	24
2002	23
2010	31
1936	29
1956	19
2004	26
2016	28
2016	29
1968	26
1996	28
1968	28
2000	23
1932	21
1936	25
1936	25
1936	25
1996	24
1996	24
1996	24
1996	24
1996	24
1996	24
1996	24
1996	24
2004	26
2008	19
2012	23
2016	27
2002	20
2002	20
2002	20
2006	24
2006	24
2006	24
2006	24
2010	28
2010	28
2010	28
2010	28
1972	24
2012	25
1998	26
1988	22
2016	23
2012	19
2016	23
1988	22
1992	26
1992	26
1996	30
1996	30
2004	24
2008	28
1936	21
1984	25
2000	31
2000	25
1928	41
2016	22
1992	25
1992	25
1994	27
1994	27
1920	32
1952	26
1928	25
2016	23
USA	 -Nonk)
USA	 -Nonk)
1996	24
1960	20
1960	20
1964	24
1964	24
1968	28
1968	28
1972	32
1972	32
1976	36
1976	36
1984	44
1984	44
1992	52
1992	52
2000	25
1976 Summer	M
1948	NA
1924	26
1924	26
1924	26
1924	26
1928	31
1996	29
2000	33
2000	33
1924	59
1988	26
1992	30
1992	30
1920	20
1952	34
1936	27
2016	30
2016	30
1988	19
1988	19
1976	22
1984	30
1972	28
1992	19
1996	23
1928	NA
2002	24
2006	28
2010	32
2014	36
1980	23
2004	25
2008	29
2000	21
1980	22
1920	29
2008	21
2008	21
2008	21
2008	21
2008	21
2010	22
1964	36
2002	19
2006	23
2010	27
2014	31
1976	28
1920	NA
1920	NA
2006	26
1948	18
1932	21
1936	25
1936	25
1952	31
1952	31
2006	23
2006	23
2014	30
2014	30
2014	30
2014	30
1972	28
1964	26
1968	30
2004	24
2008	28
2012	32
1904	23
1904	23
1904	23
1904	23
1972	31
1976	22
2008	20
1964	37
1968	41
2000	25
1984	19
1980	25
1996	21
2000	26
2012	22
2016	26
2016	21
2016	23
2004	20
2008	24
2012	28
2016	32
2002	18
2002	18
2002	18
2006	20
2010	24
1968	20
1972	24
1976	28
2012	26
1976	18
1984	26
1988	30
1992	25
2002	20
2014	32
1980	20
2004	32
1920	NA
2008	21
1948	26
1948	26
1964	24
1968	28
1972	32
2002	38
1976	27
1980	22
1984	26
2014	21
2000	40
1988	23
1936	24
1936	25
1948	NA
1972	18
1972	18
1972	18
1936	24
1972	25
1972	25
1912	NA
1996	19
1996	19
1996	19
1996	19
1996	19
1996	19
1996	19
1996	19
2000	23
2000	23
2000	23
2000	23
2000	23
2000	23
2000	23
2000	23
1928	23
1976	19
1976	19
1976	19
1936	38
1936	38
1948	50
1980	19
2008	24
2012	28
1994	23
1994	23
1994	23
1998	27
1998	27
1998	27
2002	31
2002	31
2002	31
1996	17
1996	17
1996	17
1996	17
1996	17
1996	17
1992	40
2010	27
2010	27
1988	23
1988	20
1988	20
1988	20
1992	24
1992	24
1992	24
2006	17
2010	21
2014	25
1976	21
1996	28
1996	28
1968	24
1972	27
1988	36
2012	34
2012	34
2016	28
2014	21
1976	25
2006	21
2010	25
1976	17
2016	19
2016	19
2016	19
1960	24
1960	24
1996	22
2008	29
2012	26
2016	22
1972	16
1972	16
2008	22
2012	18
1988	21
1992	25
1988	23
2000	22
2004	26
2004	26
2008	30
2006	16
1932	31
1936	35
2016	28
2016	28
2004	28
2008	20
2012	24
2012	20
2016	24
1994	16
1994	16
2012	23
1996	29
1988	25
2016	21
2004	31
1984	18
1984	18
1994	19
2000	18
1992	18
2004	30
1988	25
1992	29
1984	21
2016	28
2012	30
2008	27
1960	21
1972	37
1956	22
2000	25
1992	21
1992	21
1996	25
1996	25
2000	17
2000	17
2000	17
2004	21
2004	21
2008	25
2008	25
2012	29
2012	29
1956	NA
1956	NA
1976	18
1984	26
1984	26
1988	31
1988	31
1948	29
1948	29
1928	52
1928	52
1928	52
1960	24
1960	24
1960	24
1960	24
1960	24
1936	26
1948	38
1952	42
1936	28
1948	40
1952	44
2008	26
2016	34
1936	30
1948	42
1948	NA
1948	NA
2016	28
1924	35
1928	39
1932	44
2000	30
2016	18
2016	27
2012	23
2016	27
1972	29
2000	23
2004	21
2004	21
2008	25
2012	29
2004	24
2008	28
2008	25
1996	22
2000	26
2004	30
2012	22
2016	26
2000	26
2004	29
1964	23
1968	27
2012	29
2016	33
2016	27
1996	23
1996	23
2000	27
2000	27
1936	24
1936	24
1936	24
2004	21
1980	30
1980	30
2000	24
1924	36
1996	22
1908	20
1908	22
1988	15
1988	15
1988	15
1988	15
1988	15
1988	15
1960	27
1988	23
1988	23
1992	27
1992	27
1968	27
1972	31
1956	27
1956	27
1972	16
2000	22
2000	22
2016	28
2004	26
2008	30
1906	NA
1906	NA
1928	29
1988	23
1988	23
1992	27
1992	27
1992	27
1994	29
1994	29
1994	29
1998	33
1998	33
2012	19
1972	25
2004	23
1928	42
1928	42
1928	42
1928	42
2016	24
2016	24
2004	25
2008	29
1996	24
2004	25
1960	48
1960	48
1936	22
1992	18
1992	27
1976	16
1976	16
1976	16
1976	16
1976	16
1976	16
1948	23
1948	23
1948	23
1994	21
1988	28
1988	28
1992	32
1992	32
2008	20
2008	20
2012	24
2016	28
2016	28
2016	28
1964	27
1968	31
1972	35
1964	22
1964	22
1964	22
1964	29
1984	21
1988	25
1980	18
1984	22
1984	22
1988	26
1988	26
1988	26
1988	26
1992	30
1992	30
1984	19
1984	19
1992	27
1996	31
1988	25
1988	25
1980	18
1984	22
1988	26
1988	26
1992	30
1992	30
1996	34
1996	34
1908	NA
1948	NA
1928	24
1932	28
1932	28
1936	32
2004	24
1972	23
1968	26
1992	35
1976	27
1972	22
1976	25
1936	27
1998	23
1998	23
1998	23
2002	27
2002	27
2002	27
2002	27
2006	31
2006	31
2006	31
2006	31
2006	31
1984	27
1984	22
1984	22
1988	26
1988	26
1992	24
2010	18
1964	22
1968	26
1980	17
1984	21
1980	23
1980	23
1984	27
1984	27
2012	27
2016	31
1968	25
1968	23
1968	23
1972	27
1992	19
1996	23
1980	21
1980	21
1992	22
1964	24
1956	33
2010	27
2010	27
2014	31
2014	31
2000	18
1980	22
1968	17
1976	25
2000	21
2004	25
2012	21
1992	21
1996	25
1952	25
1996	24
1912	23
1920	31
2014	26
1968	21
1972	25
1972	25
1960	23
1964	27
1952	25
1956	30
2016	21
1948	19
2000	35
2000	27
1994	18
1994	18
1994	18
1996	16
1952	17
1952	17
1972	35
1980	22
1994	21
1998	25
1998	25
2006	33
2006	33
2006	33
1960	23
1960	23
1960	23
1960	23
1960	23
1960	23
1960	23
1960	23
1980	23
1996	26
1936	31
1936	31
1976	19
1980	23
1976	22
1976	20
1948	21
1972	25
1976	29
2004	19
1936	22
1936	22
2016	25
1936	21
1936	21
1964	24
1952	27
1980	25
1992	28
1928	23
1928	23
1928	23
2004	19
2012	24
1928	21
1996	42
1996	42
1996	42
1992	22
1992	22
1992	22
1992	22
1992	22
1992	22
1992	22
1992	22
1996	26
1996	26
1996	26
1996	26
1996	26
1996	26
1996	26
1996	26
2000	21
2000	21
2010	23
1906	NA
1906	NA
2000	20
1996	22
1960	25
1980	19
1980	19
1936	26
2016	24
1972	24
2000	25
2008	28
2008	28
2000	23
2004	27
2008	31
1936	28
1936	28
1936	28
2000	16
2004	19
2008	23
2012	27
1928	16
1928	16
1932	NA
2016	21
2016	21
2008	17
1948	23
1952	27
1956	31
1964	NA
1924	NA
1964	19
1976	13
1976	13
2010	24
2000	20
2004	24
2008	28
1972	37
1924	NA
1924	NA
1924	NA
1924	NA
2002	36
1952	22
1984	23
2016	21
2012	22
1976	21
2008	30
1998	29
1960	27
1960	27
1972	24
1988	19
1988	19
1988	19
1984	20
1988	25
1988	30
1906	19
1984	23
1988	27
2012	24
2016	28
1980	25
2004	22
1996	22
2014	24
2014	24
2016	25
2004	23
2004	33
1976	23
1980	27
1960	20
1960	20
1908	20
2016	18
2016	21
1992	23
1992	23
1992	23
2012	24
2016	28
1960	20
1964	25
2000	28
2004	32
2008	36
1996	25
1996	25
2004	33
2008	37
1996	25
1996	25
2000	29
2004	33
2004	33
1906	NA
2008	26
2008	26
1952	23
2002	22
1992	19
1912	19
1924	31
1976	26
2012	25
2006	26
2008	24
2008	19
2012	23
1980	17
2012	22
1952	25
1996	28
1972	22
2004	26
2008	30
2016	27
2010	22
2014	26
1996	22
1996	22
2000	26
2012	24
1988	36
1988	36
1992	39
1968	24
1976	25
1980	29
1988	37
1992	19
1992	19
1992	19
1994	21
1994	21
1994	21
1988	24
1972	20
1976	24
1924	NA
1924	NA
1924	NA
1924	NA
1924	NA
1924	NA
1924	NA
1924	NA
1924	NA
2016	30
2008	24
2012	27
2016	27
2000	25
1952	24
1956	28
1956	28
1988	23
1992	27
1996	23
1996	23
2000	27
2000	27
2004	31
2004	31
1980	29
1912	19
1912	19
1912	19
1948	20
1952	24
1952	24
1952	24
1988	17
1988	17
1988	17
1988	17
1988	17
1992	21
1992	21
1976	15
1976	15
1976	15
1976	15
1976	15
1980	19
1980	19
1980	19
2012	20
2016	24
2000	26
2000	26
2008	34
1936	16
1972	21
1976	25
1980	29
1992	28
1972	23
1976	27
1996	23
2000	28
2008	35
1980	18
1976	23
1996	22
1984	21
1936 Summer	M
1960 Summer	F
1960 Summer	F
1960 Summer	F
1960 Summer	F
1960 Summer	F
1960 Summer	F
1960 Summer	F
1936	28
1936	28
1952	44
1952	44
1928	NA
1960	24
1960	24
1960	24
1964	28
1964	28
1988	22
1992	25
2016	25
1992	22
1996	26
1960	16
1920	33
1936	24
1948	36
1968	20
1972	24
1972	24
1976	28
1972	25
1924	29
1924	29
1924	NA
1928	NA
1928	NA
2004	23
2016	25
2012	28
1960	23
1992	26
1996	30
1976	18
1980	22
1996	28
1924	28
1964	20
1964	20
1964	20
1992	25
1904	63
1904	63
1904	63
1964	22
2016	30
1964 Summer	M
2008	20
1952	26
1948	NA
2016	23
1984	21
1952	28
1952	28
1952	28
1952	28
1952	28
1952	28
1952	28
1952	28
1960	36
1960	36
1960	36
1960	36
1960	36
1960	36
1960	36
1960	36
2006	23
1988	18
1988	18
1988	18
1988	18
1988	18
1988	18
1992	21
1992	21
1992	21
1992	21
1992	21
1996	29
1994	28
1994	28
1998	32
1998	32
1980	23
1980	23
1960	NA
1960	25
2016	25
1988	23
1996	16
1996	16
1996	16
1996	16
1996	16
1996	16
2000	21
2000	21
2000	21
2000	21
2000	21
2000	21
1992	19
1992	19
1992	19
1994	21
1994	21
1994	21
1998	25
1998	25
1960	34
2004	22
1984	22
2012	23
2008	27
2000	25
2004	29
1948	24
1952	28
1948	25
1952	29
1964	23
2012	24
2012	24
2016	28
2016	28
2016	28
2006	18
2010	22
2010	22
2010	22
2010	22
2010	22
2014	26
2014	26
2014	26
2008	29
1996	23
2000	28
1976	28
2004	42
2002	26
2002	26
2002	26
2016	29
2010	18
1968	22
1936	22
2008	24
1980	22
1984	26
1984	26
1988	30
1988	30
1988	30
1992	34
1992	34
1994	36
1994	36
1952	20
1956	24
1960	28
1964	32
2000	20
2000	20
2004	24
2012	21
1988	32
1988	32
1988	32
1952	39
1972	22
2004	18
2004	36
2004	20
2004	20
2008	24
2008	24
2012	28
1956	21
1972	20
2000	19
2008	25
2008	25
1960	22
2008	21
2012	25
2016	29
2016	26
2004	29
1988	21
1988	21
1988	21
2000	29
2004	33
1996	15
1996	15
2000	29
2014	24
2014	24
1996	24
2000	28
1996	20
2000	24
2004	28
2008	32
1996	22
2008	24
1992	23
1996	24
2000	28
1998	23
2002	27
1968	21
1972	25
1980	16
1980	16
1960	20
1996	27
1964	26
1964	26
1964	26
1968	30
1968	30
1972	34
1976	38
2004	25
1980	21
1908	23
1996	22
1972	25
2002	21
2006	25
2006	25
1992	18
1996	22
2000	27
2000	27
1972	27
1972	18
1976	22
1980	26
1964	30
1996	18
2000	22
2008	30
2000	42
2000	42
2012	22
2016	23
1972	25
2016	22
1964	23
1992	25
1996	29
2000	33
1948	30
1948	30
1952	34
1952	34
1960	15
1960	15
1956	21
1956	21
1972	19
1988	23
1988	23
1996	31
1996	31
2000	35
2000	35
1956	25
2006	21
2000	22
2004	26
2008	30
2012	34
2004	18
2000	23
2004	26
1912	29
1932	23
1992	35
1972	35
1948	26
1952	30
1988	26
2004	22
1924	NA
1924	NA
1988	20
1988	20
1968	19
1968	19
2000	21
1932	NA
2012	23
2000	20
1928	NA
2008	22
1980	19
2016	21
2004	27
2008	25
2012	19
2012	26
2016	26
2012	32
1912	20
1972	24
1972	24
1976	28
1976	28
1980	32
1980	32
1980	32
1980	28
1996	23
1952	21
1960	30
1960	30
1964	34
1984	20
1988	24
1960	28
2002	21
2012	21
2012	21
2016	25
2006	23
2006	23
2006	23
1920	NA
1980	22
2012	26
2000	24
1936	30
2012	22
2016	26
1984	23
1988	27
1992	31
2008	26
2012	30
2012	30
2016	34
2016	34
1988	28
1964	21
1976	23
1976	23
1952	32
1992	29
2002	19
2004	16
2004	16
2004	16
2004	16
2004	16
2012	24
2012	24
2012	24
2016	28
2016	28
2004	28
1924	34
1920	NA
1920	NA
2004	29
2016	19
1912	27
1912	27
1912	27
2012	19
2000	22
2000	22
1988	20
1988	20
1992	24
1984	26
1988	30
2000	18
2004	22
2008	26
2012	30
2016	34
2004	20
2008	24
1900 Summer	M
1992	25
2016	20
2012	37
1928	29
1972	19
1976	23
1976	23
1996	27
1960	22
1924	34
1984	27
2004	19
2008	23
1992	20
1912	NA
1948	42
1948	42
2000	23
2004	26
2004	24
2008	28
2012	32
2016	25
1952	18
1952	18
1992	26
1996	30
1996	30
1984	19
1984	19
1984	19
1988	23
1988	23
1988	23
1992	27
1992	27
1992	27
1920	22
1920	22
1996	29
1924	36
1960	36
1964	20
1968	24
1988	22
1992	26
1912	21
1912	21
1968	21
1972	25
2002	22
2002	22
2002	22
2002	22
2006	26
2006	26
2006	26
2006	26
2006	26
2010	31
2010	31
2010	31
2010	31
2014	34
2014	34
2014	34
1900	42
1964	29
1964	29
1948	21
1976	51
1980	22
1980	22
1976	26
2008	25
2008	25
2012	29
2012	29
2016	33
2016	33
1964	19
1964	19
1968	23
1968	23
1968	23
1968	23
1992	26
1996	30
1976	25
1984	33
2012	20
2016	24
2008	23
2012	27
2012	27
1992	26
2008	26
2012	30
1960	24
1976	18
1932	33
1932	33
1936	37
1976	23
2016	22
1984	22
1936	21
1924	21
1932	73
1932	73
1932	73
1932	73
2012	17
2016	21
1992	23
1968	24
1936	54
1936	18
1992	24
1992	24
1992	23
2000	22
2004	26
1976	21
1976	21
1980	25
1980	25
1984	29
1984	29
1980	29
2016	27
2016	27
1996	24
1992	24
1988	18
1988	18
1988	18
1988	18
1988	18
1988	18
2008	28
2000	23
2006	28
1964	24
2016	24
2016	24
1976	23
1980	27
1980	27
1980	31
1984	27
1988	31
2016	20
1976	17
1980	21
1980	21
1984	25
1984	25
1988	29
2000	22
2004	26
1996	16
1996	16
1996	16
2000	21
2000	21
2004	25
2004	25
2004	25
2008	29
2008	29
2008	29
2008	29
2008	29
1996	22
1920	21
1924	25
1932	58
1936	62
1952	21
1948	21
1932	24
1996	24
1972	23
1964	27
1956	21
1960	24
1984	23
1984	23
1980	24
2004	21
2004	21
2004	21
2004	21
2008	25
2008	25
2008	25
2008	25
2008	25
2008	25
2008	25
2008	25
1984	22
1988	27
1988	27
1992	30
1992	30
1996	34
2012	26
1972	23
1976	27
1980	31
ROU	 -Vinan)
2012	22
2000	26
2000	26
2004	29
2004	29
2008	23
1952	23
1956	27
1992	18
1992	18
1996	22
1980	19
1968	28
1972	32
1952	27
2000	23
1984	21
1988	25
1996	33
1968	18
1972	21
1976	25
1980	29
1992	23
1992	23
1960	22
1964	26
2008	23
1992	28
1992	28
2008	30
2012	23
2016	21
2004	21
2008	25
1952	21
1968	25
1968	25
1992	21
2000	29
2008	21
2012	25
2016	29
1924	24
1924	24
1928	28
1928	28
1924	30
1932	39
1932	39
2004	18
2012	23
2016	27
2016	27
1968	26
1996	19
1996	19
1992	NA
2000	26
1996	21
1988	22
1988	22
1992	26
1992	26
1992	26
1994	28
1994	28
1994	28
1998	32
1998	32
1998	32
1988	28
1992	20
1992	20
1992	20
1992	20
1996	24
1996	24
1996	24
1996	24
2000	28
2000	28
2000	28
2004	32
2004	32
2004	32
2004	32
2014	33
1964	23
1992	21
1992	21
1980	18
1980	18
1976	25
1976	25
2016	30
2016	22
1980	25
1988	20
1988	20
1992	24
1992	24
1992	24
1992	24
1994	26
1994	26
1994	26
1994	26
1998	30
1998	30
1972	21
1980	29
2000	24
2000	24
1952	41
1952	41
1952	23
1960	29
1952	34
1996	19
2000	23
1988	26
1984	22
1998	21
2002	25
2002	25
2006	29
2006	29
2010	33
1956	NA
1968	33
1992	15
1996	19
1956	24
1964	32
1964	32
2016	25
2016	22
1976	18
1976	18
1976	18
2014	20
2014	20
2000	20
1952	20
2006	23
1998	24
2006	32
2006	32
2006	32
1980	26
1980	26
2000	27
2004	31
2012	21
2012	21
2012	21
2012	21
2012	21
2016	25
2016	25
2016	25
2016	25
2016	25
1980	23
1984	24
2012	32
2016	36
2008	26
1976	23
1972	25
1976	29
2012	21
2012	21
2004	25
2016	30
1988	25
1988	25
1992	29
1992	19
1992	23
2008	19
1960	22
1964	26
1932	20
1988	27
1992	31
1992	31
1996	35
1928	NA
2002	34
2008	18
1976	25
1992	18
1996	22
2000	26
2004	30
1998	26
1998	26
1998	26
1998	26
1988	25
1996	33
2004	24
2008	28
1976	28
2012	24
2016	28
2016	28
1928	24
1928	24
2016	25
1980	24
2016	25
2008	26
2012	30
1984	21
1984	21
1984	21
1984	29
1900	NA
1948	23
1988	26
1964	23
2004	21
1976	17
1976	17
1976	17
1976	17
1976	17
1976	17
1980	23
1980	23
1920	28
2000	23
1956	26
1956	26
1932	68
1960	22
1948	26
1980	18
1980	18
2016	22
1900	NA
1900	NA
2000	21
2008	24
2000	32
2014	21
2014	21
1952	29
1952	29
1956	34
1956	34
1960	23
1960	23
1960	23
1960	23
1960	23
1960	23
1948	26
1948	26
2000	23
1968	19
1924	27
1924	27
1924	27
1924	27
1924	27
1924	27
1924	27
1924	27
1924	27
1928	31
1928	31
1928	31
1928	31
1928	31
1928	31
1928	31
1996	22
1920	22
1920	22
1920	22
1924	26
1932	34
1936	38
1956	23
1956	23
1960	26
1980	40
2000	28
1936	31
1936	31
1992	29
2006	20
2006	20
2006	20
1972	17
1920	19
2008	18
2004	23
1980	20
1904 Summer	M
1904 Summer	M
1996	27
1956	25
1968	20
1976	23
1924	23
1924	23
1984	23
1988	27
1968	48
1920	NA
1920	NA
1908	23
1920	35
1924	39
1988	22
1996	30
1924	25
1980	20
1992	24
2008	24
1976	18
1976	18
1992	33
1968	21
2016	31
2016	25
1948	27
2016	30
1948	NA
2012	24
2016	28
2012	32
2016	36
2008	20
2012	24
2012	24
2012	24
2016	28
2000	18
2004	22
2004	22
2008	26
2008	26
2012	30
2016	34
1984	18
1984	18
1952	21
1952	21
1992	25
1992	25
2016	53
1976	25
1976	25
1980	33
1996	26
1996	24
2008	26
1948 Summer	M
1956	20
1960	24
1960	29
1912	22
1912	22
1976	26
2000	46
2000	46
1992	24
1996	28
2000	32
1964	23
1964	23
1998	19
1998	19
1998	19
2002	23
2002	23
2002	23
2008	18
2012	22
2012	22
1904	19
1932	30
1932	30
1908	25
1964	24
1964	24
1928	24
2012	26
2016	30
1994	22
2004	23
1984	25
1988	29
1936	39
1976	21
1984	29
2004	22
2008	26
